state,district,total_days,total_enrolments,total_updates,total_activity,avg_daily_enrolments,avg_daily_updates,avg_daily_activity,eur_mean,eur_std,stability_score,capacity_gap,daily_gap,operators_needed,stress_percentile,window_days,window_class,recommendation,reason
Telangana,Warangal,104,2869,111199,114068,0.4735886431165401,18.3557279630241,18.82931660614064,50.4095008801772,302.86894898249614,6.008052760721379,-108330,-1041.6346153846155,0,10.25390625,104,mid_term,Monitor / No Action,Within acceptable range (stress=10.3%)
Telangana,Warangal (Urban),55,7,102,109,0.08641975308641975,1.2592592592592593,1.345679012345679,74.08024382870293,345.60602145302073,4.6652297341572835,-95,-1.7272727272727273,0,18.65234375,55,mid_term,Monitor / No Action,Within acceptable range (stress=18.7%)
Telangana,Warangal Rural,102,720,20607,21327,0.4247787610619469,12.157522123893806,12.582300884955751,62.60618072374927,344.76732562617735,5.506833587467294,-19887,-194.97058823529412,0,14.453125,102,mid_term,Monitor / No Action,Within acceptable range (stress=14.5%)
Telangana,Warangal Urban,104,651,19110,19761,0.4477303988995873,13.143053645116918,13.590784044016505,65.39908949568321,354.6769818979357,5.423188020581324,-18459,-177.4903846153846,0,15.625,104,mid_term,Monitor / No Action,Within acceptable range (stress=15.6%)
Telangana,Yadadri.,103,1540,42878,44418,1.110310021629416,30.914203316510456,32.02451333813987,107.52259091029929,531.1133937818821,4.939505733443736,-41338,-401.3398058252427,0,31.25,103,mid_term,Monitor / No Action,Within acceptable range (stress=31.2%)
Tripura,Dhalai,104,1401,47354,48755,1.3775811209439528,46.56243854473943,47.94001966568338,157.4112872747887,897.7226939412376,5.703002665694813,-45953,-441.8557692307692,0,45.8984375,104,mid_term,Monitor / No Action,Within acceptable range (stress=45.9%)
Tripura,Dhalai  *,84,32,960,992,0.18604651162790697,5.5813953488372094,5.767441860465116,34.916753766384964,184.0147663991171,5.269948566286833,-928,-11.047619047619047,0,6.15234375,84,mid_term,Monitor / No Action,Within acceptable range (stress=6.2%)
Tripura,Gomati,101,673,22048,22721,0.9244505494505495,30.285714285714285,31.210164835164836,71.51197327869359,486.7955136249542,6.807093752456086,-21375,-211.63366336633663,0,18.359375,101,mid_term,Monitor / No Action,Within acceptable range (stress=18.4%)
Tripura,Khowai,101,314,11953,12267,0.7201834862385321,27.415137614678898,28.13532110091743,91.8343977192818,475.4259934054576,5.176936183787408,-11639,-115.23762376237623,0,25.5859375,101,mid_term,Monitor / No Action,Within acceptable range (stress=25.6%)
Tripura,North Tripura,104,1462,58067,59529,0.8584850264239577,34.09688784497945,34.955372871403405,90.50027972698706,642.2511244793221,7.0965971577063325,-56605,-544.2788461538462,0,25.09765625,104,mid_term,Monitor / No Action,Within acceptable range (stress=25.1%)
Tripura,Sepahijala,101,1699,29918,31617,2.7140575079872202,47.79233226837061,50.50638977635783,210.95036130865313,1130.0569878440042,5.356955180727955,-28219,-279.3960396039604,0,55.859375,101,mid_term,Monitor / No Action,Within acceptable range (stress=55.9%)
Tripura,South Tripura,101,2062,77915,79977,1.1590781337830243,43.79707700955593,44.956155143338954,139.46680270952564,878.8851626658222,6.301706527178222,-75853,-751.019801980198,0,41.2109375,101,mid_term,Monitor / No Action,Within acceptable range (stress=41.2%)
Tripura,Unakoti,101,628,18112,18740,0.8770949720670391,25.29608938547486,26.1731843575419,95.11901787227049,543.9071437773422,5.718114398461469,-17484,-173.1089108910891,0,26.5625,101,mid_term,Monitor / No Action,Within acceptable range (stress=26.6%)
Tripura,West Tripura,102,2737,123580,126317,0.940873152286009,42.48195256101753,43.42282571330354,80.49900251792467,479.6941033135032,5.958932774029309,-120843,-1184.735294117647,0,21.2890625,102,mid_term,Monitor / No Action,Within acceptable range (stress=21.3%)
Uttar Pradesh,Agra,109,29345,371377,400722,10.210508002783577,129.2195546276966,139.43006263048017,997.3064342522644,7406.393741150165,7.4263897839116595,-342032,-3137.908256880734,0,93.359375,109,mid_term,Extra Counters,Sustained stress (93.4%) over mid-term (109 days)
Uttar Pradesh,Aligarh,109,25851,335376,361227,7.37125748502994,95.63045337895637,103.00171086398632,1042.5805272386508,17850.762956368097,17.121695032950637,-309525,-2839.678899082569,0,94.140625,109,mid_term,Extra Counters,Sustained stress (94.1%) over mid-term (109 days)
Uttar Pradesh,Allahabad,106,12910,392864,405774,3.0412249705535923,92.5474676089517,95.5886925795053,305.84488361176903,1578.3733831186664,5.1606821202871025,-379954,-3584.4716981132074,0,66.796875,106,mid_term,Monitor / No Action,Within acceptable range (stress=66.8%)
Uttar Pradesh,Ambedkar Nagar,106,7847,143955,151802,2.612183754993342,47.921105193075896,50.53328894806924,318.6660412319235,1614.3245934516142,5.065866200692907,-136108,-1284.0377358490566,0,67.96875,106,mid_term,Monitor / No Action,Within acceptable range (stress=68.0%)
Uttar Pradesh,Amethi,106,7066,152038,159104,2.014253135689852,43.34036488027366,45.35461801596351,241.83454068838907,1395.4219311843035,5.770127613220996,-144972,-1367.6603773584907,0,61.328125,106,mid_term,Monitor / No Action,Within acceptable range (stress=61.3%)
Uttar Pradesh,Amroha,105,8010,157262,165272,6.119174942704355,120.13903743315508,126.25821237585943,640.2785579048541,4453.580394206073,6.955681060284417,-149252,-1421.4476190476191,0,87.109375,105,mid_term,Extra Counters,Sustained stress (87.1%) over mid-term (105 days)
Uttar Pradesh,Auraiya,106,3660,101365,105025,2.271880819366853,62.92054624456859,65.19242706393544,270.106890781415,1666.5256044957525,6.169851608831338,-97705,-921.7452830188679,0,63.76953125,106,mid_term,Monitor / No Action,Within acceptable range (stress=63.8%)
Uttar Pradesh,Auraiya *,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Ayodhya,104,1680,18870,20550,0.6245353159851301,7.014869888475836,7.639405204460966,105.66593044581278,1617.5825466983806,15.308313962312889,-17190,-165.28846153846155,0,30.6640625,104,mid_term,Monitor / No Action,Within acceptable range (stress=30.7%)
Uttar Pradesh,Azamgarh,106,20211,295809,316020,4.192283758556316,61.358431860609834,65.55071561916616,425.3242927928287,2073.938153578374,4.876122320307358,-275598,-2599.9811320754716,0,77.44140625,106,mid_term,Monitor / No Action,Within acceptable range (stress=77.4%)
Uttar Pradesh,Baghpat,106,6741,95265,102006,4.000593471810089,56.53709198813056,60.537685459940654,422.0760291624113,2344.298756764938,5.554196496826823,-88524,-835.1320754716982,0,77.1484375,106,mid_term,Monitor / No Action,Within acceptable range (stress=77.1%)
Uttar Pradesh,Baghpat *,2,0,2,2,0.0,1.0,1.0,0.0,0.0,0.0,-2,-1.0,0,2.001953125,2,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Bagpat,15,1,16,17,0.0625,1.0,1.0625,62.5,249.99999999999997,3.9999360010239835,-15,-1.0,0,14.2578125,15,mid_term,Monitor / No Action,Within acceptable range (stress=14.3%)
Uttar Pradesh,Bahraich,109,38897,279546,318443,16.970767888307154,121.96596858638743,138.93673647469458,1000.5607137976583,6009.174899209719,6.005801357721093,-240649,-2207.788990825688,0,93.84765625,109,mid_term,Extra Counters,Sustained stress (93.8%) over mid-term (109 days)
Uttar Pradesh,Ballia,106,9724,212051,221775,2.5582741383846357,55.78821362799263,58.34648776637727,315.79950889740036,1661.715113217711,5.261913981771263,-202327,-1908.745283018868,0,67.578125,106,mid_term,Monitor / No Action,Within acceptable range (stress=67.6%)
Uttar Pradesh,Balrampur,106,12145,160045,172190,8.583038869257951,113.10600706713781,121.68904593639576,694.0993332498654,3960.75961380164,5.706321440960652,-147900,-1395.2830188679245,0,88.8671875,106,mid_term,Extra Counters,Sustained stress (88.9%) over mid-term (106 days)
Uttar Pradesh,Banda,105,10458,145822,156280,8.572131147540984,119.52622950819672,128.0983606557377,523.0273067069734,3197.6534421451356,6.113729221039314,-135364,-1289.1809523809525,0,82.51953125,105,mid_term,Monitor / No Action,Within acceptable range (stress=82.5%)
Uttar Pradesh,Bara Banki,106,8937,246941,255878,2.4193286410395234,66.84921494315105,69.26854358419058,273.5013281442055,1429.9869667133667,5.228427035397662,-238004,-2245.3207547169814,0,64.16015625,106,mid_term,Monitor / No Action,Within acceptable range (stress=64.2%)
Uttar Pradesh,Barabanki,103,2359,8125,10484,1.932022932022932,6.6543816543816545,8.586404586404587,1557.836967392127,33956.3462396247,21.797097612448592,-5766,-55.980582524271846,0,95.80078125,103,mid_term,Extra Counters,Sustained stress (95.8%) over mid-term (103 days)
Uttar Pradesh,Bareilly,106,27357,408100,435457,10.736656200941916,160.16483516483515,170.90149136577708,625.6697853803223,3678.9361680720194,5.879987133865822,-380743,-3591.9150943396226,0,86.62109375,106,mid_term,Extra Counters,Sustained stress (86.6%) over mid-term (106 days)
Uttar Pradesh,Basti,106,9911,171491,181402,3.665310650887574,63.42122781065089,67.08653846153847,396.55477186733384,2390.6945002720277,6.028646333943224,-161580,-1524.3396226415093,0,74.609375,106,mid_term,Monitor / No Action,Within acceptable range (stress=74.6%)
Uttar Pradesh,Bhadohi,102,533,14773,15306,0.463881636205396,12.857267188859877,13.321148825065274,71.45800704369195,387.22301159490155,5.4188132135413385,-14240,-139.6078431372549,0,18.26171875,102,mid_term,Monitor / No Action,Within acceptable range (stress=18.3%)
Uttar Pradesh,Bijnor,106,16445,378399,394844,5.966981132075472,137.3000725689405,143.26705370101595,577.3811705104197,2940.9330460738565,5.093564014063686,-361954,-3414.6603773584907,0,84.1796875,106,mid_term,Monitor / No Action,Within acceptable range (stress=84.2%)
Uttar Pradesh,Budaun,106,15272,229858,245130,6.408728493495594,96.45740663029794,102.86613512379354,516.2649839894159,3114.3111333816614,6.032377165963948,-214586,-2024.3962264150944,0,82.12890625,106,mid_term,Monitor / No Action,Within acceptable range (stress=82.1%)
Uttar Pradesh,Bulandshahar,90,181,727,908,0.4238875878220141,1.7025761124121779,2.126463700234192,220.23081379925935,537.9709978371152,2.4427487952647664,-546,-6.066666666666666,0,58.30078125,90,mid_term,Monitor / No Action,Within acceptable range (stress=58.3%)
Uttar Pradesh,Bulandshahr,107,16676,301507,318183,4.062362971985384,73.44872107186359,77.51108404384897,438.8329464903924,3076.9248451444414,7.011592584740494,-284831,-2661.9719626168226,0,78.41796875,107,mid_term,Monitor / No Action,Within acceptable range (stress=78.4%)
Uttar Pradesh,Chandauli,106,9404,157427,166831,5.155701754385965,86.30866228070175,91.46436403508773,381.1116129992768,2309.805384013065,6.060689951548385,-148023,-1396.4433962264152,0,73.2421875,106,mid_term,Monitor / No Action,Within acceptable range (stress=73.2%)
Uttar Pradesh,Chandauli *,2,0,2,2,0.0,1.0,1.0,0.0,0.0,0.0,-2,-1.0,0,2.001953125,2,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Chitrakoot,104,5286,95779,101065,6.785622593068036,122.95121951219512,129.73684210526315,824.2327045504056,4802.096124146695,5.8261341384554175,-90493,-870.125,0,91.30859375,104,mid_term,Extra Counters,Sustained stress (91.3%) over mid-term (104 days)
Uttar Pradesh,Chitrakoot *,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Deoria,106,10113,222835,232948,3.649584987369181,80.41681703356188,84.06640202093106,366.3708094039768,2206.902161039719,6.023668045393462,-212722,-2006.811320754717,0,71.19140625,106,mid_term,Monitor / No Action,Within acceptable range (stress=71.2%)
Uttar Pradesh,Etah,106,11165,134414,145579,7.221862871927555,86.94307891332471,94.16494178525227,351.95990328048055,2718.5671309111854,7.724059989540193,-123249,-1162.7264150943397,0,70.3125,106,mid_term,Monitor / No Action,Within acceptable range (stress=70.3%)
Uttar Pradesh,Etawah,105,7032,124143,131175,4.490421455938697,79.27394636015326,83.76436781609195,376.20990126895845,2035.3674777236818,5.41017676749502,-117111,-1115.3428571428572,0,72.265625,105,mid_term,Monitor / No Action,Within acceptable range (stress=72.3%)
Uttar Pradesh,Faizabad,106,6768,146509,153277,1.8471615720524017,39.9860807860262,41.8332423580786,229.34893010862774,1297.7721293359941,5.6584805965335425,-139741,-1318.311320754717,0,59.9609375,106,mid_term,Monitor / No Action,Within acceptable range (stress=60.0%)
Uttar Pradesh,Farrukhabad,106,5763,130113,135876,2.547745358090186,57.52122015915119,60.06896551724138,252.9913271165488,1614.7295731527954,6.382523895315291,-124350,-1173.1132075471698,0,62.3046875,106,mid_term,Monitor / No Action,Within acceptable range (stress=62.3%)
Uttar Pradesh,Fatehpur,106,12103,199990,212093,4.78001579778831,78.98499210110585,83.76500789889415,384.7687661889471,2376.7231182359196,6.177000708181405,-187887,-1772.5188679245282,0,73.53515625,106,mid_term,Monitor / No Action,Within acceptable range (stress=73.5%)
Uttar Pradesh,Firozabad,108,12052,214415,226467,5.246843709185895,93.34566826295168,98.59251197213757,400.63399419357205,3826.4458275471125,9.550952570304718,-202363,-1873.7314814814815,0,75.29296875,108,mid_term,Monitor / No Action,Within acceptable range (stress=75.3%)
Uttar Pradesh,Gautam Buddha Nagar,109,18788,195473,214261,7.799086757990867,81.14279784142798,88.94188459941884,799.6181321008252,10197.463038071288,12.752900260502365,-176685,-1620.9633027522937,0,91.11328125,109,mid_term,Extra Counters,Sustained stress (91.1%) over mid-term (109 days)
Uttar Pradesh,Gautam Buddha Nagar *,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Ghaziabad,108,22654,359211,381865,7.4568795260039495,118.2393021724819,125.69618169848584,749.27592824892,6800.376308976627,9.075918465645655,-336557,-3116.2685185185187,0,89.94140625,108,mid_term,Extra Counters,Sustained stress (89.9%) over mid-term (108 days)
Uttar Pradesh,Ghazipur,106,11067,238685,249752,2.7393564356435642,59.08044554455446,61.81980198019802,317.416619060966,1687.2999560132098,5.315709824189477,-227618,-2147.3396226415093,0,67.7734375,106,mid_term,Monitor / No Action,Within acceptable range (stress=67.8%)
Uttar Pradesh,Gonda,106,15046,244202,259248,4.567698846387371,74.13539769277475,78.70309653916212,418.73584073106315,2254.6258543861263,5.384350348657707,-229156,-2161.8490566037735,0,76.85546875,106,mid_term,Monitor / No Action,Within acceptable range (stress=76.9%)
Uttar Pradesh,Gorakhpur,107,19675,296122,315797,4.859224499876513,73.13460113608298,77.9938256359595,417.7375173794587,2187.393760974928,5.236275014084895,-276447,-2583.6168224299067,0,76.66015625,107,mid_term,Monitor / No Action,Within acceptable range (stress=76.7%)
Uttar Pradesh,Hamirpur,106,3372,87408,90780,2.3796753705010585,61.685250529287224,64.06492589978828,244.25917259106956,1337.0688078331957,5.473953422900679,-84036,-792.7924528301887,0,61.5234375,106,mid_term,Monitor / No Action,Within acceptable range (stress=61.5%)
Uttar Pradesh,Hapur,105,7185,87646,94831,7.163509471585244,87.3838484546361,94.54735792622134,526.4979155689941,4057.9593786979403,7.707441095699982,-80461,-766.2952380952381,0,82.6171875,105,mid_term,Monitor / No Action,Within acceptable range (stress=82.6%)
Uttar Pradesh,Hardoi,106,24930,315485,340415,10.694980694980694,135.34320034320035,146.03818103818105,663.325242225182,3256.5786312940504,4.909467504812702,-290555,-2741.0849056603774,0,88.18359375,106,mid_term,Extra Counters,Sustained stress (88.2%) over mid-term (106 days)
Uttar Pradesh,Hathras,104,6418,125953,132371,3.7532163742690057,73.65672514619882,77.40994152046784,402.4401869157951,2784.9646319998183,6.920177960270581,-119535,-1149.375,0,75.48828125,104,mid_term,Monitor / No Action,Within acceptable range (stress=75.5%)
Uttar Pradesh,Jalaun,106,5480,120245,125725,2.9040805511393746,63.72284048754637,66.62692103868575,284.66453400788754,1497.9818851156342,5.262252384491788,-114765,-1082.688679245283,0,65.33203125,106,mid_term,Monitor / No Action,Within acceptable range (stress=65.3%)
Uttar Pradesh,Jaunpur,109,15522,301205,316727,3.1768317642243145,61.64654113794515,64.82337290216947,380.75288853865607,3332.899900576651,8.753423145245904,-285683,-2620.9449541284403,0,73.14453125,109,mid_term,Monitor / No Action,Within acceptable range (stress=73.1%)
Uttar Pradesh,Jhansi,106,7005,169035,176040,3.0886243386243386,74.53042328042328,77.61904761904762,373.543801914677,2000.9409841889465,5.35662917522271,-162030,-1528.5849056603774,0,71.875,106,mid_term,Monitor / No Action,Within acceptable range (stress=71.9%)
Uttar Pradesh,Jyotiba Phule Nagar,91,79,646,725,0.2651006711409396,2.1677852348993287,2.4328859060402683,127.58191497865944,372.2234145819328,2.91750203892264,-567,-6.230769230769231,0,37.5,91,mid_term,Monitor / No Action,Within acceptable range (stress=37.5%)
Uttar Pradesh,Jyotiba Phule Nagar *,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Kannauj,106,6522,117738,124260,3.898386132695756,70.3753735803945,74.27375971309026,336.6325058482026,1804.6678965826418,5.360927730694808,-111216,-1049.2075471698113,0,68.84765625,106,mid_term,Monitor / No Action,Within acceptable range (stress=68.8%)
Uttar Pradesh,Kanpur Dehat,106,7912,127378,135290,4.004048582995951,64.46255060728745,68.4665991902834,300.696004552039,1558.5345247650303,5.183072997640415,-119466,-1127.0377358490566,0,66.40625,106,mid_term,Monitor / No Action,Within acceptable range (stress=66.4%)
Uttar Pradesh,Kanpur Nagar,108,24279,309823,334102,5.509189925119129,70.30247333787156,75.81166326299069,460.04799179768935,3421.1262037818287,7.43643886798539,-285544,-2643.925925925926,0,79.98046875,108,mid_term,Monitor / No Action,Within acceptable range (stress=80.0%)
Uttar Pradesh,Kasganj,105,6225,114082,120307,4.936558287073751,90.46946867565424,95.40602696272799,329.1840345351743,2222.603118733385,6.751835246313101,-107857,-1027.2095238095237,0,68.359375,105,mid_term,Monitor / No Action,Within acceptable range (stress=68.4%)
Uttar Pradesh,Kaushambi,105,7344,152403,159747,5.160927617709065,107.0997891777934,112.26071679550246,371.8492559075216,2135.0730067377717,5.741754840337559,-145059,-1381.5142857142857,0,71.58203125,105,mid_term,Monitor / No Action,Within acceptable range (stress=71.6%)
Uttar Pradesh,Kheri,106,24274,320394,344668,8.980392156862745,118.53274139844618,127.51313355530891,875.4388176008591,7749.8940957435125,8.852572089971964,-296120,-2793.5849056603774,0,92.1875,106,mid_term,Extra Counters,Sustained stress (92.2%) over mid-term (106 days)
Uttar Pradesh,Kushi Nagar,1,1570,0,1570,1570.0,0.0,1570.0,1570000.0,,,1570,1570.0,63,100.0,1,short_term,Mobile Aadhaar Van,High stress (100.0%) in short-term (1 days)
Uttar Pradesh,Kushinagar,106,10436,265788,276224,5.469601677148847,139.30188679245282,144.77148846960168,555.6350032180954,3237.087027543991,5.8259130236263434,-255352,-2408.9811320754716,0,83.49609375,106,mid_term,Monitor / No Action,Within acceptable range (stress=83.5%)
Uttar Pradesh,Kushinagar *,71,6,198,204,0.08333333333333333,2.75,2.8333333333333335,55.576371543388035,230.66384499167285,4.150319430122719,-192,-2.704225352112676,0,11.62109375,71,mid_term,Monitor / No Action,Within acceptable range (stress=11.6%)
Uttar Pradesh,Lalitpur,105,4678,107413,112091,4.260473588342441,97.82604735883424,102.08652094717668,423.59110441661653,2661.0370348189813,6.282074210244876,-102735,-978.4285714285714,0,77.34375,105,mid_term,Monitor / No Action,Within acceptable range (stress=77.3%)
Uttar Pradesh,Lucknow,107,25019,367578,392597,5.0370444936581436,74.00402657539763,79.04107106905577,463.1669545451146,3165.283816634208,6.8339870787107655,-342559,-3201.4859813084113,0,80.078125,107,mid_term,Monitor / No Action,Within acceptable range (stress=80.1%)
Uttar Pradesh,Maharajganj,109,17716,186795,204511,10.711003627569529,112.93530834340991,123.64631197097944,924.5260633425645,5685.721822117899,6.149870617698913,-169079,-1551.1834862385322,0,92.87109375,109,mid_term,Extra Counters,Sustained stress (92.9%) over mid-term (109 days)
Uttar Pradesh,Mahoba,106,2938,72547,75485,3.057232049947971,75.49115504682622,78.54838709677419,356.9976746810697,1809.271017241303,5.068004857042238,-69609,-656.688679245283,0,70.80078125,106,mid_term,Monitor / No Action,Within acceptable range (stress=70.8%)
Uttar Pradesh,Mahoba *,1,0,1,1,0.0,1.0,1.0,0.0,,,-1,-1.0,0,2.001953125,1,short_term,Monitor / No Action,Within acceptable range (stress=2.0%)
Uttar Pradesh,Mahrajganj,48,18,58,76,0.2535211267605634,0.8169014084507042,1.0704225352112675,253.5211267605634,438.1229396659909,1.7281447787781143,-40,-0.8333333333333334,0,62.5,48,mid_term,Monitor / No Action,Within acceptable range (stress=62.5%)
Uttar Pradesh,Mainpuri,106,11500,125006,136506,5.915637860082304,64.30349794238683,70.21913580246914,489.32327784024596,2686.533977450025,5.490293654154478,-113506,-1070.811320754717,0,80.859375,106,mid_term,Monitor / No Action,Within acceptable range (stress=80.9%)
Uttar Pradesh,Mathura,107,11483,198583,210066,4.2185892725936815,72.95481263776635,77.17340191036003,784.8359965549885,16748.40672487886,21.339981166019623,-187100,-1748.5981308411215,0,90.72265625,107,mid_term,Extra Counters,Sustained stress (90.7%) over mid-term (107 days)
Uttar Pradesh,Mau,105,7384,154445,161829,3.2949576082106202,68.91789379741186,72.21285140562249,403.02909510264044,2198.923130166759,5.455977498669808,-147061,-1400.5809523809523,0,75.68359375,105,mid_term,Monitor / No Action,Within acceptable range (stress=75.7%)
Uttar Pradesh,Meerut,106,23606,289849,313455,10.214625703158806,125.42146257031588,135.63608827347468,651.3406917009042,4222.828634473176,6.483277039192352,-266243,-2511.7264150943397,0,87.890625,106,mid_term,Extra Counters,Sustained stress (87.9%) over mid-term (106 days)
Uttar Pradesh,Mirzapur,106,7532,177618,185150,4.467378410438909,105.34875444839858,109.81613285883749,440.19287185810595,2504.27579750443,5.689029215544531,-170086,-1604.5849056603774,0,78.515625,106,mid_term,Monitor / No Action,Within acceptable range (stress=78.5%)
Uttar Pradesh,Moradabad,106,21436,286931,308367,11.264319495533368,150.77824487651077,162.04256437204415,535.0414797273803,4364.63836922841,8.15755483836035,-265495,-2504.669811320755,0,82.91015625,106,mid_term,Monitor / No Action,Within acceptable range (stress=82.9%)
Uttar Pradesh,Muzaffarnagar,106,11761,272871,284632,4.816134316134316,111.74078624078624,116.55692055692056,373.5513457109466,2277.6582629021223,6.097293429030067,-261110,-2463.301886792453,0,71.97265625,106,mid_term,Monitor / No Action,Within acceptable range (stress=72.0%)
Uttar Pradesh,Pilibhit,105,13423,223570,236993,14.783039647577093,246.22246696035242,261.00550660792953,777.5985163574395,4487.022723513471,5.7703517416424415,-210147,-2001.4,0,90.625,105,mid_term,Extra Counters,Sustained stress (90.6%) over mid-term (105 days)
Uttar Pradesh,Pratapgarh,106,10098,212450,222548,2.6441476826394346,55.62974600680806,58.2738936894475,282.3735471429178,1486.581588526032,5.264573608235415,-202352,-1908.9811320754718,0,65.0390625,106,mid_term,Monitor / No Action,Within acceptable range (stress=65.0%)
Uttar Pradesh,Prayagraj,106,2844,41155,43999,0.8652266504411318,12.520535442652875,13.385762093094007,226.75335277352184,8832.380950665252,38.95131821124014,-38311,-361.42452830188677,0,59.5703125,106,mid_term,Monitor / No Action,Within acceptable range (stress=59.6%)
Uttar Pradesh,Rae Bareli,106,9545,208878,218423,2.255434782608696,49.35680529300567,51.612240075614366,274.20176589812877,1895.5102903767151,6.912805143187109,-199333,-1880.5,0,64.2578125,106,mid_term,Monitor / No Action,Within acceptable range (stress=64.3%)
Uttar Pradesh,Raebareli,19,3,19,22,0.15,0.95,1.1,150.0,489.36048492959293,3.2623814836540617,-16,-0.8421052631578947,0,43.84765625,19,mid_term,Monitor / No Action,Within acceptable range (stress=43.8%)
Uttar Pradesh,Rampur,106,19947,231471,251418,19.966966966966968,231.7027027027027,251.66966966966967,1025.1173745517128,5844.870426250161,5.701654141948376,-211524,-1995.5094339622642,0,94.04296875,106,mid_term,Extra Counters,Sustained stress (94.0%) over mid-term (106 days)
Uttar Pradesh,Saharanpur,107,18601,312802,331403,8.591685912240186,144.48129330254042,153.0729792147806,753.8860029838154,7008.825143415867,9.29691733068163,-294201,-2749.542056074766,0,90.13671875,107,mid_term,Extra Counters,Sustained stress (90.1%) over mid-term (107 days)
Uttar Pradesh,Sambhal,106,8563,176245,184808,4.398048279404212,90.52131484334875,94.91936312275296,479.3127917287407,3411.9142442527054,7.118331045612013,-167682,-1581.9056603773586,0,80.46875,106,mid_term,Monitor / No Action,Within acceptable range (stress=80.5%)
Uttar Pradesh,Sant Kabir Nagar,106,5967,144500,150467,3.425373134328358,82.95063145809415,86.3760045924225,410.53589079292703,2068.805520550318,5.0392682532245665,-138533,-1306.9150943396226,0,75.9765625,106,mid_term,Monitor / No Action,Within acceptable range (stress=76.0%)
Uttar Pradesh,Sant Ravidas Nagar,105,4316,104742,109058,3.164222873900293,76.79032258064517,79.95454545454545,346.12335054482276,1918.476210199077,5.5427369012878405,-100426,-956.4380952380952,0,69.82421875,105,mid_term,Monitor / No Action,Within acceptable range (stress=69.8%)
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,84,79,330,409,0.32113821138211385,1.3414634146341464,1.6626016260162602,195.22043987116973,513.5897023013781,2.6308058307545807,-251,-2.988095238095238,0,54.1015625,84,mid_term,Monitor / No Action,Within acceptable range (stress=54.1%)
Uttar Pradesh,Shahjahanpur,106,24054,263745,287799,14.33492252681764,157.1781883194279,171.51311084624552,625.2527767075062,3711.012890420809,5.935210675515554,-239691,-2261.235849056604,0,86.5234375,106,mid_term,Extra Counters,Sustained stress (86.5%) over mid-term (106 days)
Uttar Pradesh,Shamli,106,8038,153247,161285,7.803883495145631,148.78349514563106,156.5873786407767,758.3564266817164,3728.4714036311425,4.916509382581661,-145209,-1369.8962264150944,0,90.4296875,106,mid_term,Extra Counters,Sustained stress (90.4%) over mid-term (106 days)
Uttar Pradesh,Shravasti,2,2535,0,2535,633.75,0.0,633.75,633750.0,403541.3031318273,0.6367515621224075,2535,1267.5,51,99.609375,2,short_term,Mobile Aadhaar Van,High stress (99.6%) in short-term (2 days)
Uttar Pradesh,Shrawasti,105,5038,100436,105474,3.7965335342878674,75.68651092690278,79.48304446119066,348.2305491331542,2150.639538452648,6.175889415551784,-95398,-908.552380952381,0,70.01953125,105,mid_term,Monitor / No Action,Within acceptable range (stress=70.0%)
Uttar Pradesh,Siddharth Nagar,2,4341,0,4341,723.5,0.0,723.5,723500.0,261539.09841551416,0.361491496964786,4341,2170.5,87,99.70703125,2,short_term,Mobile Aadhaar Van,High stress (99.7%) in short-term (2 days)
Uttar Pradesh,Siddharthnagar,106,13784,176857,190641,7.201671891327064,92.40177638453501,99.60344827586206,555.5083613492246,3266.0684761914,5.8794121277430005,-163073,-1538.4245283018868,0,83.3984375,106,mid_term,Monitor / No Action,Within acceptable range (stress=83.4%)
Uttar Pradesh,Sitapur,106,30475,385870,416345,12.155963302752294,153.9170323095333,166.0729956122856,642.7088200984932,3417.4463399765928,5.317246186549445,-355395,-3352.7830188679245,0,87.3046875,106,mid_term,Extra Counters,Sustained stress (87.3%) over mid-term (106 days)
Uttar Pradesh,Sonbhadra,104,4920,158352,163272,2.557172557172557,82.3035343035343,84.86070686070686,303.09744339202507,2011.439747933465,6.636258917806072,-153432,-1475.3076923076924,0,66.69921875,104,mid_term,Monitor / No Action,Within acceptable range (stress=66.7%)
Uttar Pradesh,Sultanpur,105,11198,159789,170987,3.5960179833012202,51.3131021194605,54.90912010276172,335.0335958206355,1827.0429384277402,5.45329634974732,-148591,-1415.152380952381,0,68.65234375,105,mid_term,Monitor / No Action,Within acceptable range (stress=68.7%)
