state,district,avg_daily_enrolments,avg_daily_updates,daily_gap,operators_needed,stress_percentile,recommendation
Tamil Nadu,Cuddalore,1.314570051313948,35.30912766288291,-2062.443396226415,0,57.12890625,Monitor / No Action
Tamil Nadu,Dharmapuri,1.778061224489796,42.776147959183675,-1236.25,0,62.59765625,Monitor / No Action
Tamil Nadu,Dindigul,1.136779855017169,43.26421213277375,-2083.3207547169814,0,47.36328125,Monitor / No Action
Tamil Nadu,Erode,1.0391949152542372,34.58474576271186,-1792.4716981132076,0,49.0234375,Monitor / No Action
Tamil Nadu,Kallakurichi,0.45880806310254163,5.766432953549518,-116.46153846153847,0,56.15234375,Monitor / No Action
Tamil Nadu,Kancheepuram,1.3768555639830968,36.11290497345325,-3024.330188679245,0,57.2265625,Monitor / No Action
West Bengal,South 24 Parganas,3.9897995919836795,62.74162966518661,-4618.669811320755,0,70.99609375,Monitor / No Action
Tamil Nadu,Kanniyakumari,0.38143619769244014,16.77062166350956,-906.4,0,15.72265625,Monitor / No Action
Tamil Nadu,Kanyakumari,0.3729138691732208,8.480145789372722,-406.375,0,20.41015625,Monitor / No Action
Tamil Nadu,Karur,1.185501066098081,23.554066402680476,-699.3904761904762,0,49.8046875,Monitor / No Action
Tamil Nadu,Krishnagiri,1.3876801356315343,46.845719129697656,-1532.152380952381,0,55.46875,Monitor / No Action
Tamil Nadu,Madurai,1.7827205882352941,52.92518382352941,-2624.669811320755,0,61.71875,Monitor / No Action
Tamil Nadu,Mayiladuthurai,0.2210762331838565,3.0390134529147983,-61.00970873786408,0,22.94921875,Monitor / No Action
Tamil Nadu,Nagapattinam,0.5085950626857956,13.97893240274008,-983.2075471698113,0,27.63671875,Monitor / No Action
Tamil Nadu,Namakkal,0.8977575066514634,28.82326111744584,-1386.2641509433963,0,41.015625,Monitor / No Action
West Bengal,South Dinajpur,0.4209505334626576,6.8545101842871,-63.77884615384615,0,12.20703125,Monitor / No Action
Tamil Nadu,Near Dhyana Ashram,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Tamil Nadu,Perambalur,0.8960138648180243,29.097053726169843,-619.8857142857142,0,43.26171875,Monitor / No Action
Tamil Nadu,Pudukkottai,1.2989671361502348,31.27492957746479,-1505.867924528302,0,52.9296875,Monitor / No Action
Tamil Nadu,Ramanathapuram,0.7438000763067532,24.223578786722626,-1194.9611650485438,0,34.66796875,Monitor / No Action
Tamil Nadu,Ranipet,0.14663143989431968,2.2575957727873184,-16.306122448979593,0,17.28515625,Monitor / No Action
Tamil Nadu,Salem,1.1908644047476322,37.790792470926746,-2880.0,0,51.7578125,Monitor / No Action
Tamil Nadu,Sivaganga,0.6931746031746032,18.99936507936508,-1088.0094339622642,0,34.47265625,Monitor / No Action
Tamil Nadu,Tenkasi,0.3915547024952015,5.536788227767114,-156.15533980582524,0,29.1015625,Monitor / No Action
Tamil Nadu,Thanjavur,0.7753677654891012,23.93546655213143,-2034.811320754717,0,39.453125,Monitor / No Action
Tamil Nadu,The Nilgiris,0.42435048395313296,13.897350993377483,-508.6057692307692,0,21.875,Monitor / No Action
Tamil Nadu,Theni,1.1767554479418887,39.69111034244206,-1060.4285714285713,0,48.6328125,Monitor / No Action
Tamil Nadu,Thiruvallur,0.4068259385665529,2.8443686006825937,-35.009803921568626,0,67.08984375,Monitor / No Action
Tamil Nadu,Thiruvarur,0.6385467020115391,15.384999220333697,-900.6571428571428,0,28.02734375,Monitor / No Action
Tamil Nadu,Thoothukkudi,0.6718326230143356,21.848766627921993,-1561.647619047619,0,26.85546875,Monitor / No Action
Tamil Nadu,Tiruchirappalli,1.1628185189615983,29.142720421103004,-2227.4666666666667,0,46.97265625,Monitor / No Action
Tamil Nadu,Tirunelveli,0.8754180602006689,25.106465997770346,-2484.0285714285715,0,35.546875,Monitor / No Action
Tamil Nadu,Tirupathur,0.06451612903225806,2.0483870967741935,-2.05,0,5.859375,Monitor / No Action
Tamil Nadu,Tirupattur,0.4605263157894737,8.561705989110708,-173.3495145631068,0,23.828125,Monitor / No Action
Tamil Nadu,Tiruppur,1.015795664594186,35.12317257603764,-1914.8396226415093,0,42.08984375,Monitor / No Action
Tamil Nadu,Tiruvallur,1.5465403624382208,46.873970345963755,-3114.764150943396,0,56.73828125,Monitor / No Action
Tamil Nadu,Tiruvannamalai,1.103186881188119,29.178991336633665,-1712.0943396226414,0,46.875,Monitor / No Action
Tamil Nadu,Tiruvarur,0.2,0.8,-0.6,0,54.98046875,Monitor / No Action
Tamil Nadu,Tuticorin,0.2,0.8,-0.6666666666666666,0,54.98046875,Monitor / No Action
Tamil Nadu,Vellore,0.9514670418006431,25.619573954983924,-2338.0666666666666,0,39.2578125,Monitor / No Action
Tamil Nadu,Villupuram,0.827168207948013,18.46813296675831,-1357.3365384615386,0,32.32421875,Monitor / No Action
Tamil Nadu,Viluppuram,0.6528389940368162,14.373606429867772,-1008.0190476190476,0,26.66015625,Monitor / No Action
Tamil Nadu,Virudhunagar,0.9707828004410143,29.513230429988976,-1465.3584905660377,0,38.671875,Monitor / No Action
Telangana,Adilabad,0.7055715658021133,26.411863592699326,-1029.2403846153845,0,19.3359375,Monitor / No Action
Telangana,Bhadradri Kothagudem,1.5325501713166911,22.73910915320607,-412.6190476190476,0,37.98828125,Monitor / No Action
Telangana,Hanumakonda,0.46121883656509693,11.072945521698985,-225.34313725490196,0,16.40625,Monitor / No Action
Telangana,Hyderabad,4.279256654947263,63.132094424912104,-3316.301886792453,0,71.484375,Monitor / No Action
Telangana,Idpl Colony,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Telangana,Jagitial,0.8603878116343491,12.940720221606648,-211.6990291262136,0,32.71484375,Monitor / No Action
Telangana,Jangaon,0.23333333333333334,2.787878787878788,-9.263736263736265,0,13.4765625,Monitor / No Action
Telangana,Jangoan,0.6706746826987308,13.231128924515698,-182.55339805825244,0,21.97265625,Monitor / No Action
Telangana,Jayashankar Bhupalpally,0.9268841394825647,19.05174353205849,-156.4368932038835,0,34.9609375,Monitor / No Action
Telangana,Jogulamba Gadwal,2.0475638051044083,40.61136890951276,-325.9019607843137,0,50.0,Monitor / No Action
Telangana,K.V. Rangareddy,1.9580983078162773,44.763094278807415,-3507.990566037736,0,50.87890625,Monitor / No Action
Telangana,Kamareddy,1.0576,17.785066666666665,-304.50485436893206,0,29.8828125,Monitor / No Action
Telangana,Karimnagar,0.7671011960757963,25.53796532724096,-1772.3076923076924,0,17.87109375,Monitor / No Action
Telangana,Khammam,0.8234152652005174,21.783958602846056,-925.8571428571429,0,16.6015625,Monitor / No Action
Telangana,Komaram Bheem,1.2572759022118742,36.011641443539,-287.0576923076923,0,31.4453125,Monitor / No Action
Telangana,Mahabubabad,1.0111576011157601,19.61854951185495,-259.05825242718447,0,31.34765625,Monitor / No Action
Telangana,Mahabubnagar,1.5099878934624698,39.514981840193705,-2414.778846153846,0,36.9140625,Monitor / No Action
Telangana,Mancherial,0.607529948659441,18.804335424985737,-306.72115384615387,0,11.5234375,Monitor / No Action
Telangana,Medak,1.0946106011252592,24.30633698549008,-1522.0582524271845,0,26.46484375,Monitor / No Action
West Bengal,South Dumdum(M),0.0,1.3,-1.3,0,2.001953125,Monitor / No Action
Telangana,Medchal-Malkajgiri,1.5853754940711462,37.6399209486166,-868.7428571428571,0,45.60546875,Monitor / No Action
Telangana,Medchal?Malkajgiri,0.09090909090909091,52.54545454545455,-96.16666666666667,0,25.1953125,Monitor / No Action
Telangana,MedchalâMalkajgiri,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Telangana,Medchal−Malkajgiri,0.48725212464589235,5.2738432483474975,-52.25773195876289,0,25.390625,Monitor / No Action
Telangana,Mulugu,0.9810126582278481,15.625527426160337,-134.7864077669903,0,27.9296875,Monitor / No Action
Telangana,Nagarkurnool,0.7430632630410655,15.384017758046616,-256.1456310679612,0,20.21484375,Monitor / No Action
Telangana,Nalgonda,1.2433358720487433,36.804645849200305,-1778.7428571428572,0,33.0078125,Monitor / No Action
Telangana,Narayanpet,1.0892255892255893,16.319023569023567,-173.97115384615384,0,38.18359375,Monitor / No Action
Telangana,Nirmal,1.1832324978392394,33.14088159031979,-355.52884615384613,0,38.96484375,Monitor / No Action
Telangana,Nizamabad,1.391697139169714,35.38137233813723,-1519.4038461538462,0,36.42578125,Monitor / No Action
Telangana,Peddapalli,0.42419825072886297,10.329446064139942,-134.55445544554456,0,10.9375,Monitor / No Action
Telangana,Rajanna Sircilla,0.7629955947136564,14.451982378854625,-150.84466019417476,0,22.4609375,Monitor / No Action
West Bengal,South Twenty Four Parganas,1.0258489609731374,16.148504815002536,-562.9622641509434,0,29.00390625,Monitor / No Action
Telangana,Rangareddy,0.620253164556962,14.772151898734178,-65.12621359223301,0,30.56640625,Monitor / No Action
Telangana,Sangareddy,0.8942536552193131,17.607956477388644,-472.6442307692308,0,30.17578125,Monitor / No Action
Telangana,Siddipet,0.6912928759894459,16.01093102148511,-390.7980769230769,0,20.60546875,Monitor / No Action
Telangana,Suryapet,1.1989117291414753,33.17472793228537,-508.53846153846155,0,33.3984375,Monitor / No Action
Telangana,Vikarabad,1.4278523489932886,33.45637583892618,-550.6442307692307,0,36.62109375,Monitor / No Action
Telangana,Wanaparthy,1.4286964129483815,25.64129483814523,-266.1057692307692,0,41.69921875,Monitor / No Action
Telangana,Warangal,0.4735886431165401,18.3557279630241,-1041.6346153846155,0,10.25390625,Monitor / No Action
Telangana,Warangal (Urban),0.08641975308641975,1.2592592592592593,-1.7272727272727273,0,18.65234375,Monitor / No Action
Telangana,Warangal Rural,0.4247787610619469,12.157522123893806,-194.97058823529412,0,14.453125,Monitor / No Action
Telangana,Warangal Urban,0.4477303988995873,13.143053645116918,-177.4903846153846,0,15.625,Monitor / No Action
Telangana,Yadadri.,1.110310021629416,30.914203316510456,-401.3398058252427,0,31.25,Monitor / No Action
Tripura,Dhalai,1.3775811209439528,46.56243854473943,-441.8557692307692,0,45.8984375,Monitor / No Action
Tripura,Dhalai  *,0.18604651162790697,5.5813953488372094,-11.047619047619047,0,6.15234375,Monitor / No Action
Tripura,Gomati,0.9244505494505495,30.285714285714285,-211.63366336633663,0,18.359375,Monitor / No Action
Tripura,Khowai,0.7201834862385321,27.415137614678898,-115.23762376237623,0,25.5859375,Monitor / No Action
Tripura,North Tripura,0.8584850264239577,34.09688784497945,-544.2788461538462,0,25.09765625,Monitor / No Action
Tripura,Sepahijala,2.7140575079872202,47.79233226837061,-279.3960396039604,0,55.859375,Monitor / No Action
Tripura,South Tripura,1.1590781337830243,43.79707700955593,-751.019801980198,0,41.2109375,Monitor / No Action
Tripura,Unakoti,0.8770949720670391,25.29608938547486,-173.1089108910891,0,26.5625,Monitor / No Action
Tripura,West Tripura,0.940873152286009,42.48195256101753,-1184.735294117647,0,21.2890625,Monitor / No Action
Uttar Pradesh,Agra,10.210508002783577,129.2195546276966,-3137.908256880734,0,93.359375,Extra Counters
Uttar Pradesh,Aligarh,7.37125748502994,95.63045337895637,-2839.678899082569,0,94.140625,Extra Counters
Uttar Pradesh,Allahabad,3.0412249705535923,92.5474676089517,-3584.4716981132074,0,66.796875,Monitor / No Action
Uttar Pradesh,Ambedkar Nagar,2.612183754993342,47.921105193075896,-1284.0377358490566,0,67.96875,Monitor / No Action
Uttar Pradesh,Amethi,2.014253135689852,43.34036488027366,-1367.6603773584907,0,61.328125,Monitor / No Action
Uttar Pradesh,Amroha,6.119174942704355,120.13903743315508,-1421.4476190476191,0,87.109375,Extra Counters
Uttar Pradesh,Auraiya,2.271880819366853,62.92054624456859,-921.7452830188679,0,63.76953125,Monitor / No Action
Uttar Pradesh,Auraiya *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Ayodhya,0.6245353159851301,7.014869888475836,-165.28846153846155,0,30.6640625,Monitor / No Action
Uttar Pradesh,Azamgarh,4.192283758556316,61.358431860609834,-2599.9811320754716,0,77.44140625,Monitor / No Action
Uttar Pradesh,Baghpat,4.000593471810089,56.53709198813056,-835.1320754716982,0,77.1484375,Monitor / No Action
Uttar Pradesh,Baghpat *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Bagpat,0.0625,1.0,-1.0,0,14.2578125,Monitor / No Action
Uttar Pradesh,Bahraich,16.970767888307154,121.96596858638743,-2207.788990825688,0,93.84765625,Extra Counters
Uttar Pradesh,Ballia,2.5582741383846357,55.78821362799263,-1908.745283018868,0,67.578125,Monitor / No Action
Uttar Pradesh,Balrampur,8.583038869257951,113.10600706713781,-1395.2830188679245,0,88.8671875,Extra Counters
Uttar Pradesh,Banda,8.572131147540984,119.52622950819672,-1289.1809523809525,0,82.51953125,Monitor / No Action
Uttar Pradesh,Bara Banki,2.4193286410395234,66.84921494315105,-2245.3207547169814,0,64.16015625,Monitor / No Action
Uttar Pradesh,Barabanki,1.932022932022932,6.6543816543816545,-55.980582524271846,0,95.80078125,Extra Counters
Uttar Pradesh,Bareilly,10.736656200941916,160.16483516483515,-3591.9150943396226,0,86.62109375,Extra Counters
Uttar Pradesh,Basti,3.665310650887574,63.42122781065089,-1524.3396226415093,0,74.609375,Monitor / No Action
Uttar Pradesh,Bhadohi,0.463881636205396,12.857267188859877,-139.6078431372549,0,18.26171875,Monitor / No Action
Uttar Pradesh,Bijnor,5.966981132075472,137.3000725689405,-3414.6603773584907,0,84.1796875,Monitor / No Action
Uttar Pradesh,Budaun,6.408728493495594,96.45740663029794,-2024.3962264150944,0,82.12890625,Monitor / No Action
Uttar Pradesh,Bulandshahar,0.4238875878220141,1.7025761124121779,-6.066666666666666,0,58.30078125,Monitor / No Action
Uttar Pradesh,Bulandshahr,4.062362971985384,73.44872107186359,-2661.9719626168226,0,78.41796875,Monitor / No Action
Uttar Pradesh,Chandauli,5.155701754385965,86.30866228070175,-1396.4433962264152,0,73.2421875,Monitor / No Action
Uttar Pradesh,Chandauli *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Chitrakoot,6.785622593068036,122.95121951219512,-870.125,0,91.30859375,Extra Counters
Uttar Pradesh,Chitrakoot *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Deoria,3.649584987369181,80.41681703356188,-2006.811320754717,0,71.19140625,Monitor / No Action
Uttar Pradesh,Etah,7.221862871927555,86.94307891332471,-1162.7264150943397,0,70.3125,Monitor / No Action
Uttar Pradesh,Etawah,4.490421455938697,79.27394636015326,-1115.3428571428572,0,72.265625,Monitor / No Action
Uttar Pradesh,Faizabad,1.8471615720524017,39.9860807860262,-1318.311320754717,0,59.9609375,Monitor / No Action
Uttar Pradesh,Farrukhabad,2.547745358090186,57.52122015915119,-1173.1132075471698,0,62.3046875,Monitor / No Action
Uttar Pradesh,Fatehpur,4.78001579778831,78.98499210110585,-1772.5188679245282,0,73.53515625,Monitor / No Action
Uttar Pradesh,Firozabad,5.246843709185895,93.34566826295168,-1873.7314814814815,0,75.29296875,Monitor / No Action
Uttar Pradesh,Gautam Buddha Nagar,7.799086757990867,81.14279784142798,-1620.9633027522937,0,91.11328125,Extra Counters
Uttar Pradesh,Gautam Buddha Nagar *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Ghaziabad,7.4568795260039495,118.2393021724819,-3116.2685185185187,0,89.94140625,Extra Counters
Uttar Pradesh,Ghazipur,2.7393564356435642,59.08044554455446,-2147.3396226415093,0,67.7734375,Monitor / No Action
Uttar Pradesh,Gonda,4.567698846387371,74.13539769277475,-2161.8490566037735,0,76.85546875,Monitor / No Action
Uttar Pradesh,Gorakhpur,4.859224499876513,73.13460113608298,-2583.6168224299067,0,76.66015625,Monitor / No Action
Uttar Pradesh,Hamirpur,2.3796753705010585,61.685250529287224,-792.7924528301887,0,61.5234375,Monitor / No Action
Uttar Pradesh,Hapur,7.163509471585244,87.3838484546361,-766.2952380952381,0,82.6171875,Monitor / No Action
Uttar Pradesh,Hardoi,10.694980694980694,135.34320034320035,-2741.0849056603774,0,88.18359375,Extra Counters
Uttar Pradesh,Hathras,3.7532163742690057,73.65672514619882,-1149.375,0,75.48828125,Monitor / No Action
Uttar Pradesh,Jalaun,2.9040805511393746,63.72284048754637,-1082.688679245283,0,65.33203125,Monitor / No Action
Uttar Pradesh,Jaunpur,3.1768317642243145,61.64654113794515,-2620.9449541284403,0,73.14453125,Monitor / No Action
Uttar Pradesh,Jhansi,3.0886243386243386,74.53042328042328,-1528.5849056603774,0,71.875,Monitor / No Action
Uttar Pradesh,Jyotiba Phule Nagar,0.2651006711409396,2.1677852348993287,-6.230769230769231,0,37.5,Monitor / No Action
Uttar Pradesh,Jyotiba Phule Nagar *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Kannauj,3.898386132695756,70.3753735803945,-1049.2075471698113,0,68.84765625,Monitor / No Action
Uttar Pradesh,Kanpur Dehat,4.004048582995951,64.46255060728745,-1127.0377358490566,0,66.40625,Monitor / No Action
Uttar Pradesh,Kanpur Nagar,5.509189925119129,70.30247333787156,-2643.925925925926,0,79.98046875,Monitor / No Action
Uttar Pradesh,Kasganj,4.936558287073751,90.46946867565424,-1027.2095238095237,0,68.359375,Monitor / No Action
Uttar Pradesh,Kaushambi,5.160927617709065,107.0997891777934,-1381.5142857142857,0,71.58203125,Monitor / No Action
Uttar Pradesh,Kheri,8.980392156862745,118.53274139844618,-2793.5849056603774,0,92.1875,Extra Counters
West Bengal,Uttar Dinajpur,11.186548223350254,120.5401861252115,-2438.7924528301887,0,93.1640625,Extra Counters
Uttar Pradesh,Kushinagar,5.469601677148847,139.30188679245282,-2408.9811320754716,0,83.49609375,Monitor / No Action
Uttar Pradesh,Kushinagar *,0.08333333333333333,2.75,-2.704225352112676,0,11.62109375,Monitor / No Action
Uttar Pradesh,Lalitpur,4.260473588342441,97.82604735883424,-978.4285714285714,0,77.34375,Monitor / No Action
Uttar Pradesh,Lucknow,5.0370444936581436,74.00402657539763,-3201.4859813084113,0,80.078125,Monitor / No Action
Uttar Pradesh,Maharajganj,10.711003627569529,112.93530834340991,-1551.1834862385322,0,92.87109375,Extra Counters
Uttar Pradesh,Mahoba,3.057232049947971,75.49115504682622,-656.688679245283,0,70.80078125,Monitor / No Action
Uttar Pradesh,Mahoba *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttar Pradesh,Mahrajganj,0.2535211267605634,0.8169014084507042,-0.8333333333333334,0,62.5,Monitor / No Action
Uttar Pradesh,Mainpuri,5.915637860082304,64.30349794238683,-1070.811320754717,0,80.859375,Monitor / No Action
Uttar Pradesh,Mathura,4.2185892725936815,72.95481263776635,-1748.5981308411215,0,90.72265625,Extra Counters
Uttar Pradesh,Mau,3.2949576082106202,68.91789379741186,-1400.5809523809523,0,75.68359375,Monitor / No Action
Uttar Pradesh,Meerut,10.214625703158806,125.42146257031588,-2511.7264150943397,0,87.890625,Extra Counters
Uttar Pradesh,Mirzapur,4.467378410438909,105.34875444839858,-1604.5849056603774,0,78.515625,Monitor / No Action
Uttar Pradesh,Moradabad,11.264319495533368,150.77824487651077,-2504.669811320755,0,82.91015625,Monitor / No Action
Uttar Pradesh,Muzaffarnagar,4.816134316134316,111.74078624078624,-2463.301886792453,0,71.97265625,Monitor / No Action
Uttar Pradesh,Pilibhit,14.783039647577093,246.22246696035242,-2001.4,0,90.625,Extra Counters
Uttar Pradesh,Pratapgarh,2.6441476826394346,55.62974600680806,-1908.9811320754718,0,65.0390625,Monitor / No Action
Uttar Pradesh,Prayagraj,0.8652266504411318,12.520535442652875,-361.42452830188677,0,59.5703125,Monitor / No Action
Uttar Pradesh,Rae Bareli,2.255434782608696,49.35680529300567,-1880.5,0,64.2578125,Monitor / No Action
Uttar Pradesh,Raebareli,0.15,0.95,-0.8421052631578947,0,43.84765625,Monitor / No Action
Uttar Pradesh,Rampur,19.966966966966968,231.7027027027027,-1995.5094339622642,0,94.04296875,Extra Counters
Uttar Pradesh,Saharanpur,8.591685912240186,144.48129330254042,-2749.542056074766,0,90.13671875,Extra Counters
Uttar Pradesh,Sambhal,4.398048279404212,90.52131484334875,-1581.9056603773586,0,80.46875,Monitor / No Action
Uttar Pradesh,Sant Kabir Nagar,3.425373134328358,82.95063145809415,-1306.9150943396226,0,75.9765625,Monitor / No Action
Uttar Pradesh,Sant Ravidas Nagar,3.164222873900293,76.79032258064517,-956.4380952380952,0,69.82421875,Monitor / No Action
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,0.32113821138211385,1.3414634146341464,-2.988095238095238,0,54.1015625,Monitor / No Action
Uttar Pradesh,Shahjahanpur,14.33492252681764,157.1781883194279,-2261.235849056604,0,86.5234375,Extra Counters
Uttar Pradesh,Shamli,7.803883495145631,148.78349514563106,-1369.8962264150944,0,90.4296875,Extra Counters
West Bengal,West Medinipur,0.15384615384615385,1.0,-0.8461538461538461,0,45.1171875,Monitor / No Action
Uttar Pradesh,Shrawasti,3.7965335342878674,75.68651092690278,-908.552380952381,0,70.01953125,Monitor / No Action
West Bengal,West Midnapore,0.7056120774532327,13.42172628815228,-372.5576923076923,0,28.3203125,Monitor / No Action
Uttar Pradesh,Siddharthnagar,7.201671891327064,92.40177638453501,-1538.4245283018868,0,83.3984375,Monitor / No Action
Uttar Pradesh,Sitapur,12.155963302752294,153.9170323095333,-3352.7830188679245,0,87.3046875,Extra Counters
Uttar Pradesh,Sonbhadra,2.557172557172557,82.3035343035343,-1475.3076923076924,0,66.69921875,Monitor / No Action
Uttar Pradesh,Sultanpur,3.5960179833012202,51.3131021194605,-1415.152380952381,0,68.65234375,Monitor / No Action
Uttar Pradesh,Unnao,6.937431394072448,88.58214416392244,-2066.064814814815,0,80.95703125,Monitor / No Action
Uttar Pradesh,Varanasi,6.355122219170558,81.02471848393299,-2564.830188679245,0,77.9296875,Monitor / No Action
Uttarakhand,Almora,0.4866039102099928,15.736422881969586,-408.93203883495147,0,14.84375,Monitor / No Action
Uttarakhand,Bageshwar,0.5950617283950618,21.753086419753085,-252.02941176470588,0,17.08984375,Monitor / No Action
Uttarakhand,Chamoli,0.48290203327171904,16.750924214417743,-338.5,0,19.82421875,Monitor / No Action
Uttarakhand,Champawat,1.0532837670384139,40.92069392812887,-315.421568627451,0,31.640625,Monitor / No Action
Uttarakhand,Dehradun,2.6910919540229883,54.95545977011494,-1699.8130841121495,0,61.62109375,Monitor / No Action
Uttarakhand,Garhwal,0.20967741935483872,2.5,-6.528735632183908,0,25.9765625,Monitor / No Action
Uttarakhand,Hardwar,0.19402985074626866,2.4192672998643148,-17.263157894736842,0,15.4296875,Monitor / No Action
Uttarakhand,Haridwar,3.0561622464898597,94.19916796671866,-1638.018691588785,0,70.41015625,Monitor / No Action
Uttarakhand,Nainital,2.0572192513368983,53.57540106951872,-908.8584905660377,0,57.6171875,Monitor / No Action
Uttarakhand,Pauri Garhwal,0.4889189189189189,15.832972972972973,-540.6952380952381,0,13.76953125,Monitor / No Action
Uttarakhand,Pithoragarh,0.5576655859194072,18.788327929597035,-382.13592233009706,0,20.01953125,Monitor / No Action
Uttarakhand,Rudraprayag,0.828042328042328,25.731922398589067,-271.5480769230769,0,30.2734375,Monitor / No Action
Uttarakhand,Tehri Garhwal,1.2361489554950045,33.46457765667575,-682.375,0,44.53125,Monitor / No Action
Uttarakhand,Udham Singh Nagar,3.870757180156658,150.51109660574411,-2119.367924528302,0,79.19921875,Monitor / No Action
Uttarakhand,Udham Singh Nagar *,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
Uttarakhand,Uttarkashi,1.1228426395939086,31.951269035532995,-297.70588235294116,0,43.1640625,Monitor / No Action
Andhra Pradesh,East Godavari,0.5895663104965431,31.54242614707731,-3716.6792452830186,0,17.67578125,Monitor / No Action
Andhra Pradesh,Eluru,0.16828120675339053,5.823692222529754,-200.3235294117647,0,10.3515625,Monitor / No Action
West Bengal,Alipurduar,1.985342019543974,8.54071661237785,-117.23300970873787,0,48.73046875,Monitor / No Action
West Bengal,Bally Jagachha,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
West Bengal,Bankura,1.7809723792602163,35.148925860119526,-1948.877358490566,0,46.38671875,Monitor / No Action
West Bengal,Barddhaman,1.1436896068451723,22.563103931548277,-2765.552380952381,0,33.30078125,Monitor / No Action
West Bengal,Bardhaman,0.299725180350395,5.408278941944349,-285.9807692307692,0,12.98828125,Monitor / No Action
West Bengal,Birbhum,3.484550240329595,50.83680476081483,-1970.304761904762,0,62.890625,Monitor / No Action
West Bengal,Burdwan,0.4,1.0,-0.6,0,74.951171875,Monitor / No Action
West Bengal,Cooch Behar,2.777923784494087,35.87490144546649,-1210.9038461538462,0,59.08203125,Monitor / No Action
Andhra Pradesh,Guntur,0.978328173374613,42.11713106295149,-3796.5238095238096,0,34.5703125,Monitor / No Action
West Bengal,Dakshin Dinajpur,2.8160667251975418,47.23266022827041,-963.6285714285714,0,62.109375,Monitor / No Action
West Bengal,Darjeeling,1.483295757327321,16.248206599713058,-679.6037735849056,0,30.95703125,Monitor / No Action
West Bengal,Darjiling,0.7107107107107107,8.80880880880881,-78.54368932038835,0,42.48046875,Monitor / No Action
Andhra Pradesh,Hyderabad,0.9020885227054991,24.745545123586894,-1185.1333333333334,0,29.296875,Monitor / No Action
Andhra Pradesh,K.V. Rangareddy,0.0446927374301676,1.3966480446927374,-5.627906976744186,0,5.37109375,Monitor / No Action
West Bengal,Domjur,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
West Bengal,East Midnapore,0.42388854742880555,9.203237041589839,-416.0388349514563,0,12.59765625,Monitor / No Action
West Bengal,East Midnapur,0.045454545454545456,1.1818181818181819,-1.1904761904761905,0,8.7890625,Monitor / No Action
West Bengal,Haora,0.7065822784810126,14.475696202531646,-522.9615384615385,0,23.33984375,Monitor / No Action
West Bengal,Hawrah,0.15625,1.0625,-1.0357142857142858,0,45.703125,Monitor / No Action
West Bengal,Hooghiy,0.038461538461538464,1.2692307692307692,-1.5238095238095237,0,6.73828125,Monitor / No Action
West Bengal,Hooghly,1.707111111111111,32.737,-2659.704761904762,0,50.5859375,Monitor / No Action
Andaman and Nicobar Islands,Andamans,0.16666666666666666,5.684931506849315,-24.663265306122447,0,9.27734375,Monitor / No Action
Andaman and Nicobar Islands,Nicobar,0.33636363636363636,10.25,-24.50561797752809,0,6.54296875,Monitor / No Action
Andaman and Nicobar Islands,Nicobars,0.16666666666666666,0.8333333333333334,-0.6666666666666666,0,48.046875,Monitor / No Action
Andaman and Nicobar Islands,North And Middle Andaman,0.27741935483870966,15.974193548387097,-74.4795918367347,0,16.89453125,Monitor / No Action
Andaman and Nicobar Islands,South Andaman,0.2635933806146572,15.404255319148936,-129.3838383838384,0,8.30078125,Monitor / No Action
Andhra Pradesh,Adilabad,0.36585365853658536,19.057172829792815,-685.2884615384615,0,8.10546875,Monitor / No Action
Andhra Pradesh,Alluri Sitharama Raju,0.4840510366826156,11.175438596491228,-260.33009708737865,0,24.609375,Monitor / No Action
Andhra Pradesh,Anakapalli,0.20373250388802489,6.255054432348367,-151.10679611650485,0,9.86328125,Monitor / No Action
Andhra Pradesh,Anantapur,0.5445932289034866,17.683804951995956,-1292.1333333333334,0,13.57421875,Monitor / No Action
Andhra Pradesh,Ananthapur,0.27834458973990517,14.97082914211812,-973.7619047619048,0,10.546875,Monitor / No Action
Andhra Pradesh,Ananthapuramu,0.42882882882882883,20.08967428967429,-1363.9711538461538,0,18.75,Monitor / No Action
Andhra Pradesh,Annamayya,0.31901250400769476,10.608848990060917,-317.76237623762376,0,20.1171875,Monitor / No Action
Andhra Pradesh,Bapatla,0.163778457356439,5.18144750254842,-143.36893203883494,0,9.5703125,Monitor / No Action
